Date,Year,Month,Region,ESG_Category,Current_Score,Industry_Average,Target_Score,Improvement_Rate_per_Month,Investment_Allocation_USD,Initiatives_Count
2023-03-01,2023,3,Asia Pacific,Community Impact,68.9,67.3,89.2,0.09,65625.0,8
2023-03-01,2023,3,Asia Pacific,Governance,85.0,78.2,95.0,0.27,78194.0,3
2023-03-01,2023,3,Asia Pacific,Innovation,74.5,69.3,90.8,0.3,39414.0,6
2023-03-01,2023,3,Latin America,Carbon Footprint,74.4,61.3,88.2,-0.0,73887.0,11
2023-03-01,2023,3,Latin America,Water Stewardship,80.0,69.4,89.9,0.17,75054.0,7
2023-03-01,2023,3,Latin America,Waste Management,79.6,72.7,95.0,0.2,27083.0,3
2023-03-01,2023,3,Latin America,Supply Chain,69.8,57.7,88.7,0.21,75522.0,3
2023-03-01,2023,3,Latin America,Employee Wellbeing,87.5,81.2,95.0,0.45,52042.0,4
2023-03-01,2023,3,Latin America,Community Impact,71.3,64.8,87.6,0.15,26497.0,8
2023-03-01,2023,3,Latin America,Governance,91.3,78.5,95.0,0.09,34535.0,8
2023-03-01,2023,3,Latin America,Innovation,75.4,65.5,89.6,0.22,47593.0,4
2023-03-01,2023,3,Middle East & Africa,Carbon Footprint,69.8,61.9,90.4,0.06,69556.0,7
2023-03-01,2023,3,Middle East & Africa,Water Stewardship,84.6,70.9,93.0,0.27,71920.0,8
2023-03-01,2023,3,Middle East & Africa,Waste Management,81.3,74.0,94.0,0.39,76422.0,11
2023-03-01,2023,3,Middle East & Africa,Supply Chain,69.1,56.8,83.2,0.28,48707.0,9
2023-03-01,2023,3,Middle East & Africa,Employee Wellbeing,79.8,78.0,95.0,0.06,36296.0,4
2023-03-01,2023,3,Middle East & Africa,Community Impact,78.1,64.2,86.7,0.21,61122.0,6
2023-03-01,2023,3,Middle East & Africa,Governance,93.5,78.6,95.0,0.1,36558.0,9
2023-03-01,2023,3,Middle East & Africa,Innovation,75.8,63.6,91.6,0.26,76327.0,4
2023-04-01,2023,4,North America,Carbon Footprint,78.2,64.3,89.3,0.08,68044.0,11
2023-04-01,2023,4,North America,Water Stewardship,85.8,70.1,92.7,0.14,51371.0,7
2023-04-01,2023,4,North America,Waste Management,85.0,72.0,94.4,0.17,83118.0,7
2023-04-01,2023,4,North America,Supply Chain,67.8,60.3,84.1,0.1,70817.0,10
2023-04-01,2023,4,North America,Employee Wellbeing,84.8,74.6,95.0,0.21,73403.0,7
2023-04-01,2023,4,North America,Community Impact,74.5,63.2,90.0,0.1,81809.0,3
2023-04-01,2023,4,North America,Governance,87.8,78.4,94.0,0.26,68612.0,9
2023-04-01,2023,4,North America,Innovation,85.5,70.0,89.0,0.31,25741.0,4
2023-04-01,2023,4,Europe,Carbon Footprint,79.6,63.1,84.7,0.17,70302.0,7
2023-04-01,2023,4,Europe,Water Stewardship,88.9,68.5,89.9,0.26,83973.0,4
2023-04-01,2023,4,Europe,Waste Management,91.6,74.5,94.2,0.25,41629.0,8
2023-04-01,2023,4,Europe,Supply Chain,77.1,61.8,84.5,0.19,37129.0,11
2023-04-01,2023,4,Europe,Employee Wellbeing,98.0,80.9,95.0,0.18,52829.0,11
2023-04-01,2023,4,Europe,Community Impact,86.1,62.5,87.3,0.27,43843.0,8
2023-04-01,2023,4,Europe,Governance,92.2,76.6,95.0,0.07,65765.0,11
2023-04-01,2023,4,Europe,Innovation,82.4,67.1,93.6,0.1,58599.0,6
2023-04-01,2023,4,Asia Pacific,Carbon Footprint,70.4,62.0,88.7,0.0,49358.0,7
2023-04-01,2023,4,Asia Pacific,Water Stewardship,79.0,73.1,91.3,0.12,59068.0,9
2023-04-01,2023,4,Asia Pacific,Waste Management,89.5,72.3,95.0,0.34,83631.0,5
2023-04-01,2023,4,Asia Pacific,Supply Chain,67.4,60.5,75.7,0.37,47373.0,11
2023-04-01,2023,4,Asia Pacific,Employee Wellbeing,88.6,74.6,95.0,0.26,83389.0,7
2023-04-01,2023,4,Asia Pacific,Community Impact,74.0,66.3,84.0,0.33,71235.0,3
2023-04-01,2023,4,Asia Pacific,Governance,86.1,80.1,95.0,0.17,79695.0,8
2023-04-01,2023,4,Asia Pacific,Innovation,78.6,67.9,88.2,0.24,62052.0,11
2023-04-01,2023,4,Latin America,Carbon Footprint,78.1,61.4,80.9,0.32,82278.0,6
2023-04-01,2023,4,Latin America,Water Stewardship,78.5,72.5,94.1,0.18,41413.0,7
2023-04-01,2023,4,Latin America,Waste Management,85.5,75.0,95.0,0.22,82787.0,10
2023-04-01,2023,4,Latin America,Supply Chain,70.7,62.2,86.7,0.16,70578.0,11
2023-04-01,2023,4,Latin America,Employee Wellbeing,90.6,75.5,95.0,0.26,26473.0,10
2023-04-01,2023,4,Latin America,Community Impact,81.8,62.8,84.8,0.41,69762.0,11
2023-04-01,2023,4,Latin America,Governance,96.6,78.4,95.0,0.15,51236.0,7
2023-04-01,2023,4,Latin America,Innovation,78.9,70.1,94.6,0.33,63795.0,10
2023-04-01,2023,4,Middle East & Africa,Carbon Footprint,78.6,60.0,90.0,0.09,29435.0,10
2023-04-01,2023,4,Middle East & Africa,Water Stewardship,76.3,71.4,95.0,0.14,71400.0,10
2023-04-01,2023,4,Middle East & Africa,Waste Management,80.7,72.3,95.0,0.17,35119.0,11
2023-04-01,2023,4,Middle East & Africa,Supply Chain,69.0,60.3,82.5,0.28,52148.0,10
2023-04-01,2023,4,Middle East & Africa,Employee Wellbeing,83.6,80.9,95.0,0.03,59751.0,8
2023-04-01,2023,4,Middle East & Africa,Community Impact,81.4,67.9,95.0,0.1,42318.0,4
2023-04-01,2023,4,Middle East & Africa,Governance,87.9,80.2,95.0,0.08,47277.0,4
2023-04-01,2023,4,Middle East & Africa,Innovation,81.6,65.8,92.4,0.07,30895.0,3
2023-05-01,2023,5,North America,Carbon Footprint,62.4,63.7,85.2,0.11,26840.0,10
2023-05-01,2023,5,North America,Water Stewardship,77.2,68.6,90.0,0.11,40778.0,3
2023-05-01,2023,5,North America,Waste Management,77.8,67.7,88.4,0.45,71748.0,7
2023-05-01,2023,5,North America,Supply Chain,70.5,59.7,83.9,0.26,49282.0,4
2023-05-01,2023,5,North America,Employee Wellbeing,89.4,73.1,95.0,0.31,51838.0,6
2023-05-01,2023,5,North America,Community Impact,76.6,66.7,92.6,0.14,54841.0,8
2023-05-01,2023,5,North America,Governance,90.3,81.1,95.0,0.23,56342.0,9
2023-05-01,2023,5,North America,Innovation,74.2,65.3,94.4,0.27,48828.0,6
2023-05-01,2023,5,Europe,Carbon Footprint,80.3,65.2,85.0,0.03,64169.0,6
2023-05-01,2023,5,Europe,Water Stewardship,88.2,72.0,95.0,0.14,43185.0,3
2023-05-01,2023,5,Europe,Waste Management,89.9,74.2,95.0,0.28,64216.0,8
2023-05-01,2023,5,Europe,Supply Chain,75.4,62.4,84.7,0.26,36970.0,7
2023-05-01,2023,5,Europe,Employee Wellbeing,94.6,77.7,95.0,0.19,40637.0,5
2023-05-01,2023,5,Europe,Community Impact,79.3,62.3,86.2,0.27,59924.0,8
2023-05-01,2023,5,Europe,Governance,94.6,82.4,95.0,0.18,74977.0,8
2023-05-01,2023,5,Europe,Innovation,81.2,66.0,88.8,0.14,45273.0,9
2023-05-01,2023,5,Asia Pacific,Carbon Footprint,69.8,64.6,87.7,0.16,39177.0,3
2023-05-01,2023,5,Asia Pacific,Water Stewardship,84.9,68.7,92.5,0.01,36560.0,6
2023-05-01,2023,5,Asia Pacific,Waste Management,76.5,68.1,92.3,0.19,30602.0,5
2023-05-01,2023,5,Asia Pacific,Supply Chain,66.9,59.0,82.9,0.19,37805.0,11
2023-05-01,2023,5,Asia Pacific,Employee Wellbeing,83.5,78.6,95.0,0.2,56446.0,10
2023-05-01,2023,5,Asia Pacific,Community Impact,72.5,64.9,88.5,0.11,56817.0,5
2023-05-01,2023,5,Asia Pacific,Governance,91.5,78.0,95.0,0.04,67738.0,6
2023-05-01,2023,5,Asia Pacific,Innovation,76.6,66.4,90.8,0.32,62769.0,6
2023-05-01,2023,5,Latin America,Carbon Footprint,74.2,65.4,85.2,0.37,35717.0,7
2023-05-01,2023,5,Latin America,Water Stewardship,84.1,72.6,95.0,0.21,43788.0,10
2023-05-01,2023,5,Latin America,Waste Management,86.6,72.7,86.3,0.1,73327.0,10
2023-05-01,2023,5,Latin America,Supply Chain,72.1,60.2,86.6,0.24,56911.0,7
2023-05-01,2023,5,Latin America,Employee Wellbeing,81.6,78.9,95.0,0.34,77977.0,5
2023-05-01,2023,5,Latin America,Community Impact,69.2,66.5,89.2,0.26,59389.0,11
2023-05-01,2023,5,Latin America,Governance,91.3,78.4,95.0,0.32,80604.0,4
2023-05-01,2023,5,Latin America,Innovation,75.8,63.3,87.0,0.26,25592.0,11
2023-05-01,2023,5,Middle East & Africa,Carbon Footprint,73.0,65.2,81.0,-0.1,77154.0,8
2023-05-01,2023,5,Middle East & Africa,Water Stewardship,73.3,71.1,95.0,0.2,60017.0,11
2023-05-01,2023,5,Middle East & Africa,Waste Management,81.1,73.6,95.0,0.14,31664.0,7
2023-05-01,2023,5,Middle East & Africa,Supply Chain,70.8,59.7,86.5,0.34,70604.0,9
2023-05-01,2023,5,Middle East & Africa,Employee Wellbeing,84.4,75.1,95.0,0.2,51959.0,7
2023-05-01,2023,5,Middle East & Africa,Community Impact,77.7,66.2,85.7,0.1,30868.0,10
2023-05-01,2023,5,Middle East & Africa,Governance,88.8,76.7,95.0,0.47,83985.0,9
2023-05-01,2023,5,Middle East & Africa,Innovation,75.8,65.7,86.1,0.09,72157.0,6
2023-06-01,2023,6,North America,Carbon Footprint,88.2,62.6,84.3,0.08,71800.0,10
2023-06-01,2023,6,North America,Water Stewardship,81.8,69.1,95.0,0.28,66631.0,10
2023-06-01,2023,6,North America,Waste Management,82.6,70.6,95.0,0.24,40886.0,8
2023-06-01,2023,6,North America,Supply Chain,72.7,59.4,80.4,0.27,62426.0,7
2023-06-01,2023,6,North America,Employee Wellbeing,90.3,76.4,95.0,0.08,59968.0,10
2023-06-01,2023,6,North America,Community Impact,77.7,62.9,90.3,0.11,61113.0,3
2023-06-01,2023,6,North America,Governance,89.1,78.4,95.0,0.3,79810.0,3
2023-06-01,2023,6,North America,Innovation,82.0,68.4,91.5,0.15,46333.0,8
2023-06-01,2023,6,Europe,Carbon Footprint,82.1,65.7,86.7,0.13,29050.0,7
2023-06-01,2023,6,Europe,Water Stewardship,88.4,71.9,94.3,0.24,83817.0,4
2023-06-01,2023,6,Europe,Waste Management,91.4,73.8,92.7,0.05,35605.0,11
2023-06-01,2023,6,Europe,Supply Chain,77.5,61.8,78.3,0.21,72376.0,3
2023-06-01,2023,6,Europe,Employee Wellbeing,97.9,76.8,95.0,0.33,29242.0,5
2023-06-01,2023,6,Europe,Community Impact,80.0,65.3,84.5,0.06,54923.0,6
2023-06-01,2023,6,Europe,Governance,98.0,76.0,95.0,0.18,74951.0,7
2023-06-01,2023,6,Europe,Innovation,79.8,63.1,88.4,0.13,55931.0,6
2023-06-01,2023,6,Asia Pacific,Carbon Footprint,67.6,63.8,85.9,0.09,47731.0,10
2023-06-01,2023,6,Asia Pacific,Water Stewardship,78.6,71.2,93.9,0.21,40072.0,5
2023-06-01,2023,6,Asia Pacific,Waste Management,81.0,70.1,95.0,0.19,37306.0,9
2023-06-01,2023,6,Asia Pacific,Supply Chain,63.8,63.4,82.6,0.29,36906.0,11
2023-06-01,2023,6,Asia Pacific,Employee Wellbeing,79.7,76.4,95.0,0.04,55722.0,8
2023-06-01,2023,6,Asia Pacific,Community Impact,70.1,65.7,91.3,0.12,64022.0,3
2023-06-01,2023,6,Asia Pacific,Governance,90.2,79.6,95.0,0.29,29372.0,8
2023-06-01,2023,6,Asia Pacific,Innovation,75.3,70.5,91.0,0.32,67552.0,3
2023-06-01,2023,6,Latin America,Carbon Footprint,79.6,67.0,90.7,0.09,63735.0,8
2023-06-01,2023,6,Latin America,Water Stewardship,80.1,68.2,92.9,0.22,28566.0,11
2023-06-01,2023,6,Latin America,Waste Management,83.0,69.6,95.0,0.11,60903.0,3
2023-06-01,2023,6,Latin America,Supply Chain,66.5,56.9,81.7,0.28,44743.0,7
2023-06-01,2023,6,Latin America,Employee Wellbeing,94.9,78.6,95.0,0.22,26478.0,10
2023-06-01,2023,6,Latin America,Community Impact,80.1,69.7,90.6,0.23,57717.0,4
2023-06-01,2023,6,Latin America,Governance,95.5,79.8,95.0,0.26,67849.0,5
2023-06-01,2023,6,Latin America,Innovation,77.6,62.8,88.6,0.19,71441.0,10
2023-06-01,2023,6,Middle East & Africa,Carbon Footprint,69.2,64.2,85.4,0.16,35170.0,10
2023-06-01,2023,6,Middle East & Africa,Water Stewardship,76.4,69.9,95.0,0.39,56539.0,4
2023-06-01,2023,6,Middle East & Africa,Waste Management,81.1,72.3,95.0,0.19,71107.0,6
2023-06-01,2023,6,Middle East & Africa,Supply Chain,65.5,60.4,78.5,0.1,39318.0,10
2023-06-01,2023,6,Middle East & Africa,Employee Wellbeing,79.9,75.6,95.0,0.07,40591.0,8
2023-06-01,2023,6,Middle East & Africa,Community Impact,73.0,65.3,87.0,0.16,29220.0,4
2023-06-01,2023,6,Middle East & Africa,Governance,87.5,77.6,95.0,0.27,65202.0,3
2023-06-01,2023,6,Middle East & Africa,Innovation,81.9,68.2,86.2,0.24,44824.0,10
2023-07-01,2023,7,North America,Carbon Footprint,69.2,63.1,87.6,0.26,73343.0,3
2023-07-01,2023,7,North America,Water Stewardship,79.5,65.9,89.2,0.24,54877.0,9
2023-07-01,2023,7,North America,Waste Management,88.8,69.9,93.1,-0.03,33058.0,8
2023-07-01,2023,7,North America,Supply Chain,74.0,59.0,89.1,0.38,79749.0,4
2023-07-01,2023,7,North America,Employee Wellbeing,79.4,78.2,95.0,0.26,39239.0,3
2023-07-01,2023,7,North America,Community Impact,71.2,67.9,91.1,0.06,74721.0,4
2023-07-01,2023,7,North America,Governance,94.5,80.0,95.0,0.19,39378.0,8
2023-07-01,2023,7,North America,Innovation,78.5,69.3,94.2,0.22,73695.0,7
2023-07-01,2023,7,Europe,Carbon Footprint,80.2,66.3,86.7,0.2,33280.0,10
2023-07-01,2023,7,Europe,Water Stewardship,82.2,67.5,95.0,0.37,29931.0,9
2023-07-01,2023,7,Europe,Waste Management,92.7,72.7,87.8,0.3,47280.0,3
2023-07-01,2023,7,Europe,Supply Chain,71.2,60.0,81.7,0.14,79523.0,7
2023-07-01,2023,7,Europe,Employee Wellbeing,93.7,79.8,95.0,0.35,26880.0,7
2023-07-01,2023,7,Europe,Community Impact,81.5,67.3,91.2,-0.06,47846.0,7
2023-07-01,2023,7,Europe,Governance,96.5,78.9,95.0,0.28,54603.0,3
2023-07-01,2023,7,Europe,Innovation,79.9,67.1,92.9,0.11,57379.0,11
2023-07-01,2023,7,Asia Pacific,Carbon Footprint,72.8,63.3,89.3,0.27,79691.0,5
2023-07-01,2023,7,Asia Pacific,Water Stewardship,81.6,71.1,92.1,0.32,62559.0,7
2023-07-01,2023,7,Asia Pacific,Waste Management,74.3,73.4,95.0,0.3,36757.0,6
2023-07-01,2023,7,Asia Pacific,Supply Chain,74.7,59.0,82.1,0.41,64152.0,5
2023-07-01,2023,7,Asia Pacific,Employee Wellbeing,82.6,75.4,95.0,0.27,38496.0,3
2023-07-01,2023,7,Asia Pacific,Community Impact,77.4,67.2,85.9,0.09,78883.0,4
2023-07-01,2023,7,Asia Pacific,Governance,87.2,80.7,95.0,-0.16,53325.0,5
2023-07-01,2023,7,Asia Pacific,Innovation,79.0,65.2,92.2,0.05,75798.0,10
2023-07-01,2023,7,Latin America,Carbon Footprint,78.5,62.0,82.4,0.27,48487.0,5
2023-07-01,2023,7,Latin America,Water Stewardship,88.2,70.3,94.1,0.26,54007.0,11
2023-07-01,2023,7,Latin America,Waste Management,81.0,77.4,94.1,0.23,34473.0,10
2023-07-01,2023,7,Latin America,Supply Chain,70.9,63.0,80.8,0.24,83381.0,10
2023-07-01,2023,7,Latin America,Employee Wellbeing,93.2,76.6,95.0,0.3,81813.0,11
2023-07-01,2023,7,Latin America,Community Impact,77.0,60.8,92.5,0.1,36041.0,7
2023-07-01,2023,7,Latin America,Governance,90.5,79.1,95.0,0.11,81991.0,4
2023-07-01,2023,7,Latin America,Innovation,87.5,67.0,92.6,0.2,34978.0,3
2023-07-01,2023,7,Middle East & Africa,Carbon Footprint,78.6,59.8,84.9,0.15,73290.0,4
2023-07-01,2023,7,Middle East & Africa,Water Stewardship,82.9,69.9,92.9,0.44,46615.0,7
2023-07-01,2023,7,Middle East & Africa,Waste Management,85.7,73.1,95.0,0.26,30305.0,3
2023-07-01,2023,7,Middle East & Africa,Supply Chain,67.0,61.8,83.3,0.3,53711.0,9
2023-07-01,2023,7,Middle East & Africa,Employee Wellbeing,91.1,79.1,95.0,0.4,80589.0,11
2023-07-01,2023,7,Middle East & Africa,Community Impact,79.8,63.8,88.8,0.29,58335.0,9
2023-07-01,2023,7,Middle East & Africa,Governance,91.7,82.5,95.0,0.1,42894.0,10
2023-07-01,2023,7,Middle East & Africa,Innovation,88.5,67.5,92.1,0.14,80806.0,10
2023-08-01,2023,8,North America,Carbon Footprint,80.8,63.9,86.6,0.19,51293.0,4
2023-08-01,2023,8,North America,Water Stewardship,84.0,66.9,95.0,0.17,38537.0,11
2023-08-01,2023,8,North America,Waste Management,84.8,67.5,95.0,0.1,82677.0,9
2023-08-01,2023,8,North America,Supply Chain,70.4,56.9,80.4,0.18,78151.0,6
2023-08-01,2023,8,North America,Employee Wellbeing,81.3,76.9,95.0,0.15,68842.0,5
2023-08-01,2023,8,North America,Community Impact,85.0,61.6,85.2,0.1,74348.0,6
2023-08-01,2023,8,North America,Governance,93.9,79.7,95.0,0.17,71505.0,9
2023-08-01,2023,8,North America,Innovation,81.2,62.6,90.0,0.18,60424.0,10
2023-08-01,2023,8,Europe,Carbon Footprint,83.0,63.0,89.8,0.32,48663.0,6
2023-08-01,2023,8,Europe,Water Stewardship,89.8,69.7,95.0,0.22,38031.0,9
2023-08-01,2023,8,Europe,Waste Management,90.2,72.7,92.9,0.3,56317.0,5
2023-08-01,2023,8,Europe,Supply Chain,71.6,58.0,86.0,0.09,64016.0,4
2023-08-01,2023,8,Europe,Employee Wellbeing,89.3,79.0,95.0,0.12,46772.0,8
2023-08-01,2023,8,Europe,Community Impact,83.7,62.5,86.4,0.15,48192.0,10
2023-08-01,2023,8,Europe,Governance,96.5,79.1,95.0,0.1,83917.0,4
2023-08-01,2023,8,Europe,Innovation,85.0,66.9,92.3,0.18,79716.0,6
2023-08-01,2023,8,Asia Pacific,Carbon Footprint,71.3,61.1,89.5,0.13,27988.0,7
2023-08-01,2023,8,Asia Pacific,Water Stewardship,74.9,66.2,94.0,-0.14,64385.0,9
2023-08-01,2023,8,Asia Pacific,Waste Management,77.2,75.2,95.0,0.17,64010.0,11
2023-08-01,2023,8,Asia Pacific,Supply Chain,74.8,57.2,82.3,0.29,53665.0,11
2023-08-01,2023,8,Asia Pacific,Employee Wellbeing,91.4,77.5,95.0,0.27,31551.0,10
2023-08-01,2023,8,Asia Pacific,Community Impact,73.5,65.1,85.6,0.49,75830.0,5
2023-08-01,2023,8,Asia Pacific,Governance,96.4,77.3,95.0,0.2,82639.0,3
2023-08-01,2023,8,Asia Pacific,Innovation,83.0,65.2,87.7,0.2,36757.0,4
2023-08-01,2023,8,Latin America,Carbon Footprint,84.9,64.3,84.6,0.16,72916.0,10
2023-08-01,2023,8,Latin America,Water Stewardship,80.5,66.7,92.8,0.19,71020.0,6
2023-08-01,2023,8,Latin America,Waste Management,87.1,72.3,93.9,0.37,47013.0,4
2023-08-01,2023,8,Latin America,Supply Chain,71.0,60.6,85.0,0.07,76680.0,11
2023-08-01,2023,8,Latin America,Employee Wellbeing,87.1,77.9,95.0,0.16,31933.0,8
2023-08-01,2023,8,Latin America,Community Impact,78.9,66.2,88.1,0.34,53519.0,11
2023-08-01,2023,8,Latin America,Governance,91.5,83.5,95.0,0.17,74259.0,4
2023-08-01,2023,8,Latin America,Innovation,88.8,67.5,89.0,0.22,25641.0,9
2023-08-01,2023,8,Middle East & Africa,Carbon Footprint,69.5,63.6,92.1,0.27,34301.0,11
2023-08-01,2023,8,Middle East & Africa,Water Stewardship,85.7,72.0,90.9,0.39,57441.0,5
2023-08-01,2023,8,Middle East & Africa,Waste Management,74.6,68.6,95.0,0.13,49580.0,7
2023-08-01,2023,8,Middle East & Africa,Supply Chain,70.4,57.6,82.0,0.35,58464.0,9
2023-08-01,2023,8,Middle East & Africa,Employee Wellbeing,81.4,74.6,95.0,0.12,67418.0,8
2023-08-01,2023,8,Middle East & Africa,Community Impact,71.9,63.2,84.5,0.17,66448.0,11
2023-08-01,2023,8,Middle East & Africa,Governance,94.4,80.8,95.0,0.2,38244.0,11
2023-08-01,2023,8,Middle East & Africa,Innovation,75.1,64.6,90.4,0.15,58798.0,11
2023-09-01,2023,9,North America,Carbon Footprint,76.1,66.0,82.8,0.38,32948.0,10
2023-09-01,2023,9,North America,Water Stewardship,73.3,72.9,93.6,0.15,48980.0,5
2023-09-01,2023,9,North America,Waste Management,83.3,72.4,95.0,0.21,75944.0,10
2023-09-01,2023,9,North America,Supply Chain,70.7,59.6,82.7,0.26,43916.0,4
2023-09-01,2023,9,North America,Employee Wellbeing,90.4,74.8,95.0,0.15,71479.0,8
2023-09-01,2023,9,North America,Community Impact,74.8,66.5,88.6,0.16,74688.0,7
2023-09-01,2023,9,North America,Governance,91.3,82.6,95.0,0.06,37957.0,7
2023-09-01,2023,9,North America,Innovation,77.7,66.3,95.0,0.36,75698.0,7
2023-09-01,2023,9,Europe,Carbon Footprint,79.4,61.1,88.6,0.24,41392.0,5
2023-09-01,2023,9,Europe,Water Stewardship,90.8,66.6,94.7,0.17,83680.0,9
2023-09-01,2023,9,Europe,Waste Management,91.2,74.0,92.4,0.09,54318.0,10
2023-09-01,2023,9,Europe,Supply Chain,78.3,61.8,80.1,0.29,69464.0,8
2023-09-01,2023,9,Europe,Employee Wellbeing,98.0,77.1,95.0,0.2,33477.0,7
2023-09-01,2023,9,Europe,Community Impact,81.1,61.4,87.6,0.33,58671.0,11
2023-09-01,2023,9,Europe,Governance,96.2,78.9,95.0,0.28,48537.0,6
2023-09-01,2023,9,Europe,Innovation,87.6,67.4,90.1,0.22,55304.0,9
2023-09-01,2023,9,Asia Pacific,Carbon Footprint,74.2,68.1,86.8,0.37,84788.0,3
2023-09-01,2023,9,Asia Pacific,Water Stewardship,70.6,67.7,91.0,0.26,51045.0,9
2023-09-01,2023,9,Asia Pacific,Waste Management,84.9,76.5,95.0,0.16,63786.0,10
2023-09-01,2023,9,Asia Pacific,Supply Chain,66.4,60.9,81.6,0.21,48242.0,6
2023-09-01,2023,9,Asia Pacific,Employee Wellbeing,84.8,77.6,95.0,0.25,81920.0,7
2023-09-01,2023,9,Asia Pacific,Community Impact,77.8,67.7,89.8,0.17,62635.0,7
2023-09-01,2023,9,Asia Pacific,Governance,92.9,80.1,95.0,0.14,75498.0,3
2023-09-01,2023,9,Asia Pacific,Innovation,71.2,70.4,91.4,0.07,74864.0,7
2023-09-01,2023,9,Latin America,Carbon Footprint,75.2,62.4,88.1,0.27,34059.0,5
2023-09-01,2023,9,Latin America,Water Stewardship,84.8,67.8,91.4,0.19,42478.0,10
2023-09-01,2023,9,Latin America,Waste Management,87.2,74.3,93.5,0.52,81044.0,3
2023-09-01,2023,9,Latin America,Supply Chain,78.7,60.5,82.5,0.14,83649.0,4
2023-09-01,2023,9,Latin America,Employee Wellbeing,96.6,77.4,95.0,0.03,28796.0,4
2023-09-01,2023,9,Latin America,Community Impact,78.4,65.3,85.2,0.05,51425.0,6
2023-09-01,2023,9,Latin America,Governance,91.5,81.4,95.0,0.31,71580.0,10
2023-09-01,2023,9,Latin America,Innovation,83.9,64.2,88.4,0.44,53174.0,5
2023-09-01,2023,9,Middle East & Africa,Carbon Footprint,76.9,60.2,84.7,0.4,28708.0,8
2023-09-01,2023,9,Middle East & Africa,Water Stewardship,81.8,68.8,95.0,0.1,33310.0,4
2023-09-01,2023,9,Middle East & Africa,Waste Management,80.9,69.0,94.1,0.18,44502.0,9
2023-09-01,2023,9,Middle East & Africa,Supply Chain,72.9,60.2,77.3,0.13,66621.0,6
2023-09-01,2023,9,Middle East & Africa,Employee Wellbeing,90.2,77.3,87.1,0.01,71510.0,9
2023-09-01,2023,9,Middle East & Africa,Community Impact,73.0,65.1,87.9,0.22,44002.0,11
2023-09-01,2023,9,Middle East & Africa,Governance,89.5,81.6,95.0,0.1,45059.0,5
2023-09-01,2023,9,Middle East & Africa,Innovation,78.2,67.7,92.4,0.3,70332.0,11
2023-10-01,2023,10,North America,Carbon Footprint,82.8,64.0,88.8,0.23,30702.0,4
2023-10-01,2023,10,North America,Water Stewardship,81.5,69.7,95.0,0.19,32098.0,5
2023-10-01,2023,10,North America,Waste Management,85.9,71.0,95.0,0.22,38159.0,6
2023-10-01,2023,10,North America,Supply Chain,68.1,58.3,80.0,0.25,52888.0,8
2023-10-01,2023,10,North America,Employee Wellbeing,87.7,75.8,95.0,0.24,25838.0,3
2023-10-01,2023,10,North America,Community Impact,77.1,62.6,85.1,0.22,29337.0,10
2023-10-01,2023,10,North America,Governance,93.1,80.0,95.0,0.08,73263.0,10
2023-10-01,2023,10,North America,Innovation,75.4,65.8,92.1,0.09,56340.0,8
2023-10-01,2023,10,Europe,Carbon Footprint,81.0,63.5,89.4,0.16,71576.0,6
2023-10-01,2023,10,Europe,Water Stewardship,85.3,70.3,90.7,0.23,67841.0,8
2023-10-01,2023,10,Europe,Waste Management,85.4,69.1,94.2,0.14,83011.0,7
2023-10-01,2023,10,Europe,Supply Chain,86.3,59.1,76.4,0.18,33371.0,8
2023-10-01,2023,10,Europe,Employee Wellbeing,95.1,77.3,95.0,0.28,82475.0,6
2023-10-01,2023,10,Europe,Community Impact,75.0,63.1,87.0,0.1,25879.0,7
2023-10-01,2023,10,Europe,Governance,95.4,81.8,95.0,0.09,73551.0,5
2023-10-01,2023,10,Europe,Innovation,85.0,69.4,92.5,0.16,62320.0,8
2023-10-01,2023,10,Asia Pacific,Carbon Footprint,66.1,64.1,85.4,0.17,39623.0,5
2023-10-01,2023,10,Asia Pacific,Water Stewardship,82.8,67.7,93.3,0.07,55474.0,10
2023-10-01,2023,10,Asia Pacific,Waste Management,84.2,72.4,94.2,0.21,47890.0,9
2023-10-01,2023,10,Asia Pacific,Supply Chain,59.0,58.4,79.4,0.3,79539.0,6
2023-10-01,2023,10,Asia Pacific,Employee Wellbeing,86.3,77.0,95.0,0.35,76563.0,8
2023-10-01,2023,10,Asia Pacific,Community Impact,78.4,64.7,87.8,0.16,45580.0,9
2023-10-01,2023,10,Asia Pacific,Governance,86.3,79.4,95.0,0.14,64719.0,10
2023-10-01,2023,10,Asia Pacific,Innovation,74.5,68.6,95.0,0.23,62771.0,9
2023-10-01,2023,10,Latin America,Carbon Footprint,76.0,64.4,88.6,0.13,53601.0,6
2023-10-01,2023,10,Latin America,Water Stewardship,74.6,68.5,87.9,0.29,63209.0,4
2023-10-01,2023,10,Latin America,Waste Management,88.3,73.4,89.4,0.31,25864.0,4
2023-10-01,2023,10,Latin America,Supply Chain,74.9,61.6,88.5,0.28,64191.0,5
2023-10-01,2023,10,Latin America,Employee Wellbeing,84.2,76.9,95.0,0.2,47918.0,6
2023-10-01,2023,10,Latin America,Community Impact,76.4,64.6,86.7,0.35,73838.0,10
2023-10-01,2023,10,Latin America,Governance,91.7,77.2,95.0,0.38,76304.0,8
2023-10-01,2023,10,Latin America,Innovation,85.1,68.1,90.7,0.1,30126.0,5
2023-10-01,2023,10,Middle East & Africa,Carbon Footprint,76.5,61.2,85.4,0.24,36380.0,11
